row_index,original_text,detected_entities,entity_types,confidence_scores
6685,"Halefield House, Queen's Altrincham, Queen's Rd, Hale, Greater Manchester WA15 9HF, United Kingdom",LOCATION:Queen; PERSON:Altrincham; PERSON:Greater Manchester; DATE_TIME:WA15 9HF; LOCATION:United Kingdom,LOCATION; PERSON; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6686,"No1 North City Shopping Centre, Rochdale Rd, Manchester M9 4DH, United Kingdom",LOCATION:Rochdale Rd; LOCATION:Manchester M9; LOCATION:United Kingdom; US_DRIVER_LICENSE:M9,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6687,"31 Copson St, Manchester M20 3HE, UK",PERSON:Copson St; LOCATION:UK; US_DRIVER_LICENSE:M20,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6688,"316 Great Western St, Manchester M14 4LP, UK",LOCATION:UK; US_DRIVER_LICENSE:M14,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6689,"1 Town Square Six Acre Shopping Centre, Sale M33 7ZZ, United Kingdom",LOCATION:United Kingdom; US_DRIVER_LICENSE:M33,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6690,"402 Bury New Rd, Prestwich, Manchester M25 1BD, UK",LOCATION:UK; US_DRIVER_LICENSE:M25,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6691,"64/66 Raven Way Salford City Shopping Centre, Salford M6 5HT, United Kingdom",PERSON:Raven Way Salford City Shopping Centre; LOCATION:Salford M6 5HT; LOCATION:United Kingdom; US_DRIVER_LICENSE:M6,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6692,"Sutherland St, Swinton, Manchester M27 6AT, UK",PERSON:Sutherland St; LOCATION:Swinton; LOCATION:Manchester M27 6AT; LOCATION:UK; US_DRIVER_LICENSE:M27,PERSON; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6693,"Units 1&2 Hollingworth Court, 260 Stockport Road West, Bredbury, Stockport SK6 2AN, United Kingdom",LOCATION:Bredbury; LOCATION:Stockport; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6694,"25 Longwood Rd, Stretford, Manchester M17 1PZ, UK",PERSON:Longwood Rd; LOCATION:Stretford; LOCATION:Manchester; LOCATION:UK; US_DRIVER_LICENSE:M17,PERSON; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6695,"Droylsden Shopping Centre, Wilko Unit C&D, Manchester M43 7AD, United Kingdom",LOCATION:United Kingdom; US_DRIVER_LICENSE:M43,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6696,"Plasman Industrial Centre, Marquis St, Manchester M19 3JZ, UK",PERSON:Marquis St; LOCATION:Manchester; LOCATION:UK; US_DRIVER_LICENSE:M19,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6697,"322-326 Palatine Rd, Wythenshawe, Manchester M22 4HE, UK",LOCATION:Wythenshawe; LOCATION:Manchester; LOCATION:UK; US_DRIVER_LICENSE:M22,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6698,"264 Upper Chorlton Rd, Stretford, Manchester M16 0BN, UK",LOCATION:Stretford; LOCATION:Manchester M16 0BN; LOCATION:UK; US_DRIVER_LICENSE:M16,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6699,"Armstrong House, Swallow St, Stockport SK1 3LG, UK",PERSON:Armstrong House; PERSON:Swallow St; LOCATION:Stockport; LOCATION:UK,PERSON; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6700,"Patther market shahjhanpur Alwar Rajasthan, Patther market Thana Brandon Ave, Eccles, Manchester M30 9DD, United Kingdom",LOCATION:Alwar Rajasthan; LOCATION:Patther; PERSON:Thana Brandon Ave; LOCATION:Eccles; LOCATION:Manchester; LOCATION:United Kingdom; US_DRIVER_LICENSE:M30,LOCATION; LOCATION; PERSON; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.850; 0.850; 0.300
6701,"146 Burton Rd, Manchester M20 1LH, UK",PERSON:Burton Rd; LOCATION:UK; US_DRIVER_LICENSE:M20,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6702,"Pant Industrial Estate, Pontsarn Road, Merthyr Tydfil CF48 2TN, UK",LOCATION:Merthyr; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6703,"Unit 3 Beacons Pl, Merthyr Tydfil CF47 8DF, UK",PERSON:Merthyr Tydfil; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6704,"Shopping Park, Unit 8 Cyfarthfa, Swansea Rd, Merthyr Tydfil CF48 1HY, United Kingdom",LOCATION:Shopping Park; LOCATION:Cyfarthfa; LOCATION:Swansea Rd; LOCATION:Merthyr; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6705,"Merthyr Tydfil Indoor Market, 17, Merthyr Tydfil CF47 8ED, United Kingdom",PERSON:Merthyr Tydfil; PERSON:8ED; LOCATION:United Kingdom,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6706,"Unit, 23A Pant Industrial Estate, Merthyr Tydfil CF48 2SR, United Kingdom",LOCATION:Merthyr; DATE_TIME:CF48 2SR; LOCATION:United Kingdom,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6707,"Unit 8, Silver Line Bldg, Goat Mill Rd, Dowlais, Merthyr Tydfil CF48 3TD, UK",LOCATION:Merthyr; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6708,"Unit 4,Cyfarthfa Retail Park, Swansea Rd, Merthyr Tydfil CF48 1HY, United Kingdom",LOCATION:Retail Park; LOCATION:Swansea Rd; LOCATION:Merthyr; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6709,"51/53 Well St, Ruthin LL15 1AF, UK",LOCATION:UK,LOCATION,0.850
6710,"Unit A, Marina Quay Retail Park, Rhyl LL18 5AX, United Kingdom",LOCATION:Marina Quay Retail Park; LOCATION:Rhyl; DATE_TIME:5AX; LOCATION:United Kingdom,LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6711,"66 - 70 Ffordd Las, Rhyl LL18 2EA, UK",PERSON:Ffordd Las; LOCATION:Rhyl; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6712,"Prestatyn Shopping Park, 86 High St, Prestatyn LL19 9BJ, UK",LOCATION:Prestatyn Shopping Park; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6713,"2UA, High St, Rhuddlan, Rhyl, United Kingdom",LOCATION:High St; LOCATION:Rhyl; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6714,"Rhyl Rd, Denbigh LL16 3DY, UK",LOCATION:Rhyl Rd; DATE_TIME:3DY; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6715,"A542, Wrexham LL11 3AG, UK",LOCATION:Wrexham; LOCATION:UK; US_DRIVER_LICENSE:A542,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6716,"46 High St, Prestatyn LL19 9BB, UK",LOCATION:UK,LOCATION,0.850
6717,"Kaydon House, Kinmel Park, Bodelwyddan, Rhyl LL18 5TY, UK",PERSON:Kaydon House; LOCATION:Kinmel Park; LOCATION:Bodelwyddan; LOCATION:Rhyl; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6718,"London Rd, Corwen LL21 0DR, UK",PERSON:London Rd; DATE_TIME:0DR; LOCATION:UK,PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6719,"10 South St, Wareham BH20 4LT, UK",LOCATION:South St; LOCATION:Wareham; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6720,"Unit 34, Block A Arena Business Park, Holyrood Cl, Poole BH17 7FJ, UK",PERSON:Poole; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6721,"1 Johns Rd, Wareham BH20 4BG, UK",LOCATION:UK,LOCATION,0.850
6722,"Poole BH17 7BU, UK",PERSON:Poole BH17; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6723,"The Square, Corfe Castle, Wareham BH20 5EZ, UK",PERSON:Corfe Castle; DATE_TIME:5EZ; LOCATION:UK,PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6724,"8 Turberville Rd, Bere Regis, Wareham BH20 7HA, UK",PERSON:Turberville Rd; PERSON:Bere Regis; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6725,"Broadstone Way, Poole BH17 7EB, UK",PERSON:Poole BH17 7EB; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6726,"Unit 6 Anvil Centre, Prospect Business Park, Swanage BH19 1EJ, United Kingdom",LOCATION:Swanage; DATE_TIME:1EJ; LOCATION:United Kingdom,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6727,"Witney Rd, Poole BH17 0GJ, UK",PERSON:Witney Rd; PERSON:Poole BH17 0GJ; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
6728,"61 Kings Rd W, Swanage BH19 1HQ, UK",PERSON:Swanage BH19; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6729,"Firs Ln, Folkestone CT19 4QE, UK",PERSON:Firs Ln; DATE_TIME:4QE; LOCATION:UK,PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850
6730,"45 The Old High St, Folkestone CT20 1RN, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6731,"3 Grace Hill, Folkestone CT20 1HA, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6732,"Avon House, 141-143 Sandgate Rd, Folkestone CT20 2BL, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6733,"Park Farm Rd, Folkestone CT19 5FJ, UK",LOCATION:UK,LOCATION,0.850
6734,"Showroom 14 Barnfield Road Park Farm Ind Est, Folkestone CT19 5EY, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
6735,"7-8 West Terrace, Folkestone CT20 1RR, UK",LOCATION:West Terrace; LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6736,"29, Liverpool L1 1NN, UK",LOCATION:UK; US_DRIVER_LICENSE:L1,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6737,"Horrocks Ave, Liverpool L19 5NY, UK",PERSON:Horrocks Ave; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L19,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6738,"Building 3, Liverpool Innovation Park, 360 Edge Ln, Liverpool L7 9NJ, UK",LOCATION:UK; US_DRIVER_LICENSE:L7,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6739,"9 Peter's Ln, Liverpool L1 3DE, UK",PERSON:Peter; LOCATION:UK; US_DRIVER_LICENSE:L1,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6740,"Unnamed Road, Liverpool L33 7XL, UK",LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L33,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6741,"1 Speke Hall Rd, Liverpool L25 0PS, UK",LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L25,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6742,"Aintree Retail Park, Topham Dr, Liverpool L9 5AL, United Kingdom",PERSON:Topham Dr; LOCATION:Liverpool; LOCATION:United Kingdom; US_DRIVER_LICENSE:L9,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6743,"B, Liver Industrial Estate, Long Lane, Liverpool L9 7ES, United Kingdom",PERSON:Long Lane; LOCATION:Liverpool; LOCATION:United Kingdom; US_DRIVER_LICENSE:L9,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6744,"Aintree Shopping Park, Unit 5, Ormskirk Rd, Liverpool L9 5AN, United Kingdom",PERSON:Ormskirk Rd; LOCATION:Liverpool; DATE_TIME:5AN; LOCATION:United Kingdom; US_DRIVER_LICENSE:L9,PERSON; LOCATION; DATE_TIME; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6745,"11 Trafalgar Way, Erskine Industrial Estate, Liverpool L6 1NA, UK",LOCATION:UK; US_DRIVER_LICENSE:L6,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6746,"60 Bold St, Liverpool L1 4EA, UK",PERSON:Bold St; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L1,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6747,"335-339 Stanley Rd, Bootle L20 3EB, UK",PERSON:Stanley Rd; LOCATION:3EB; LOCATION:UK; US_DRIVER_LICENSE:L20,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6748,"125 St George's Pl, Liverpool L1 1LY, UK",PERSON:St George's Pl; LOCATION:UK; US_DRIVER_LICENSE:L1,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6749,"51 County Rd, Liverpool L4 3QD, UK",LOCATION:UK; US_DRIVER_LICENSE:L4,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
6750,"Unit 2, King Edward Industrial Estate, Gibraltar Row, Liverpool L3 7HR, UK",LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L3,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6751,"switch island leisure park, Dunnings Bridge Rd, Liverpool, Bootle L30 6TQ, UK",LOCATION:Dunnings Bridge Rd; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L30,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6752,"50 St Anne St, Liverpool L3 3EA, UK",PERSON:St Anne St; LOCATION:UK; US_DRIVER_LICENSE:L3,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
6753,"unit 6, Dacre St, Liverpool L20 8DN, UK",PERSON:Dacre St; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L20,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6754,"Edge Ln Dr, Liverpool L13 4DL, UK",PERSON:Edge Ln Dr; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L13,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6755,"Unit 2, The Europa Centre, Merseyside, Birkenhead CH41 4PF, UK",LOCATION:Merseyside; LOCATION:Birkenhead; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6756,"Skippingdale Industrial Estate, Holyrood Dr, Scunthorpe DN15 8NN, UK",PERSON:Holyrood Dr; LOCATION:Scunthorpe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6757,"Skippingdale Industrial Estate, Holyrood Dr, Scunthorpe DN15 8NN, UK",PERSON:Holyrood Dr; LOCATION:Scunthorpe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6758,"Princes St, Brigg DN20 8HG, UK",PERSON:Brigg; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6759,"19-23 Broadway Ashby High Street, Scunthorpe DN16 2SS, United Kingdom",LOCATION:Broadway Ashby High Street; LOCATION:Scunthorpe; DATE_TIME:2SS; LOCATION:United Kingdom,LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6760,"10 Wrawby St, Brigg DN20 8JH, UK",LOCATION:Wrawby St; PERSON:Brigg; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6761,"Old Vicarage Park, Scawby, Brigg DN20 9RL, UK",LOCATION:Old Vicarage Park; LOCATION:Scawby; PERSON:Brigg; DATE_TIME:9RL; LOCATION:UK,LOCATION; LOCATION; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
6762,"High St, Messingham, Scunthorpe DN17 3SA, UK",LOCATION:Messingham; LOCATION:Scunthorpe; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6763,"Station Rd, Kirton Lindsey DN21 4JR, UK",PERSON:Kirton Lindsey DN21; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6764,"Ythan Terrace, Ellon AB41 9LL, UK",LOCATION:UK,LOCATION,0.850
6765,"Market Square, Inverbervie, Montrose DD10 0RN, UK",LOCATION:Market Square; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6766,"27 Bridge St, Ellon AB41 9AA, UK",LOCATION:UK,LOCATION,0.850
6767,"Gourdieburn Farm, Aberdeen AB23 8UY, UK",LOCATION:Aberdeen; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6768,"16 Forest Rd, Kintore, Inverurie AB51 0TW, UK",LOCATION:UK,LOCATION,0.850
6769,"8a Quayside, Banff AB45 1HQ, UK",PERSON:8a Quayside; LOCATION:Banff; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6770,"Blackhall Road, Inverurie AB51 5QW, United Kingdom",LOCATION:Blackhall Road; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
6771,"23 Cross St, Fraserburgh AB43 9ER, UK",NRP:Fraserburgh; LOCATION:UK,NRP; LOCATION,0.850; 0.850
6772,"Dobbies Garden Centre, Lang Stracht, Aberdeen AB15 6AX, United Kingdom",LOCATION:Dobbies Garden Centre; PERSON:Lang Stracht; LOCATION:Aberdeen; LOCATION:United Kingdom,LOCATION; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6773,"3 Longside Rd, Mintlaw, Peterhead AB42 5EJ, UK",LOCATION:Mintlaw; LOCATION:Peterhead; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6774,"40 Denmore Rd, Bridge of Don, Aberdeen AB23 8JW, UK",PERSON:Denmore Rd; LOCATION:Don; LOCATION:Aberdeen; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6775,"12 John St, Aberdeen AB25 1BT, UK",PERSON:John St; LOCATION:Aberdeen; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6776,"162 Union Grove, Aberdeen AB10 6SR, UK",LOCATION:Grove; LOCATION:Aberdeen; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6777,"Inverurie Retail Park, Unit 2, Oldmeldrum Road, Inverurie AB51 0GZ, United Kingdom",LOCATION:Oldmeldrum Road; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
6778,"Loughbrook Industrial Estate, Camlough Rd, Bessbrook, Newry BT35 7EE, UK",LOCATION:Bessbrook; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6779,"88 Hill St, Newry BT34 1BT, UK",LOCATION:Hill St; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6780,"Loughbrook Ind Est, 111 Camlough Rd, Newry BT35 7EE, United Kingdom",LOCATION:Newry; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
6781,"113 Dublin Rd, Newry BT35 8QP, UK",LOCATION:Dublin Rd; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6782,"7 Moor Hill Rd, Newry BT34 2QJ, UK",LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6783,"156 Newry Rd, Kilkeel, Newry BT34 4ET, UK",PERSON:Kilkeel; LOCATION:Newry; DATE_TIME:4ET; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
6784,"11 Upper Edward St, Newry BT35 6AX, UK",LOCATION:Edward St; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6785,"Madford Retail Park, Charlotte St, Carlisle CA2 5BT, United Kingdom",LOCATION:Charlotte St; LOCATION:Carlisle; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6786,"Currock Rd, Carlisle CA2 4AX, UK",PERSON:Currock Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
6787,"5 Lonsdale St, Carlisle CA1 1BJ, UK",PERSON:Lonsdale St; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6788,"73 Kingstown Broadway, Carlisle CA3 0HA, UK",LOCATION:Kingstown; LOCATION:Broadway; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6789,"alga house durranhill ind est, Brunel Way, Carlisle CA1 3NQ, United Kingdom",LOCATION:Brunel Way; LOCATION:Carlisle; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6790,"188 Earls Ct Rd, Earl's Court, London SW5 9QG, UK",PERSON:Earl; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
6791,"Unit 2, 146-158 Kensington High St, Kensington, London W8 7RL, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6792,"116 Kensington Park Rd, Notting Hill, London W11 2PW, UK",LOCATION:Notting Hill; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W11,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6793,"81 Fulham Rd, Chelsea, London SW3 6RD, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6794,"120 Kensington High St, Kensington, London W8 7RL, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6795,"157 Kensington High St, Kensington, London W8 6SU, UK",LOCATION:Kensington; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6796,"121 King's Rd, Chelsea, London SW3 4PL, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6797,"118, 118A King's Rd, Chelsea, London SW3 4TR, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6798,"130 Kensington High St, Kensington, London W8 7RL, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6799,"65 DUKE OF YORK SQUARE, London SW3 4LY, United Kingdom",LOCATION:YORK SQUARE; LOCATION:London; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6800,"Ariel Way, Shepherd's Bush, London W12 7GF, UK",PERSON:Ariel Way; PERSON:Shepherd; PERSON:Bush; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W12,PERSON; PERSON; PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.850; 0.300
6801,"241-245 King's Rd, Chelsea, London SW3 5EL, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6802,"4 Symons St, Chelsea, London SW3 2TJ, UK",PERSON:Symons St; LOCATION:Chelsea; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6803,"86 Westbourne Grove, London W2 5RT, UK",LOCATION:Westbourne Grove; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W2,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6804,"224 King's Rd, Chelsea, London SW3 5UB, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6805,"Ariel Way, White City, London W12 7HT, UK",PERSON:Ariel Way; LOCATION:White City; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W12,PERSON; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6806,"63 - 67 Kensington High St, Kensington, London W8 5SE, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
6807,"234A King's Rd, Chelsea, London SW3 5UA, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
6808,"Ariel Way, White City, London W12 7GF, UK",PERSON:Ariel Way; LOCATION:White City; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W12,PERSON; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
6809,"2nd Floor, Stationery Room, London SW1X 7XL, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
6810,"Hollin Bank, Brierfield, Nelson BB9 5NG, UK",LOCATION:Brierfield; PERSON:Nelson; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
6811,"30 The Maltings, Salisbury SP1 1BD, UK",LOCATION:Salisbury; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6812,"30, Borough Parade Shopping Centre, Borough Parade, Chippenham SN15 3WL, UK",LOCATION:Chippenham; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
6813,"Bourne Retail Park, Hatches Ln, Salisbury SP1 2NZ, UK",PERSON:Bourne Retail Park; PERSON:Hatches Ln; LOCATION:Salisbury; LOCATION:UK,PERSON; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6814,"Retail Park, Southampton Rd, Salisbury SP1 2LB, UK",LOCATION:Retail Park; LOCATION:Southampton Rd; LOCATION:Salisbury; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
6815,"Swindon SN5 7DL, UK",LOCATION:UK,LOCATION,0.850
6816,"New Canal, Salisbury SP1 2AA, UK",LOCATION:New Canal; LOCATION:Salisbury; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
